Australia,AUS,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,6.664470196,6.619510174,6.579949856,6.277299881,6.46186018,6.522170067,6.642779827,6.71216011,6.697179794,6.661560059,6.589660168,6.516339779,6.43212986,6.381559849,6.25620985,6.277019978,6.29982996,6.335810184,6.360929966,6.363939762,6.356999874,6.34762001,6.341599941,6.33302021,7.067599773,7.081530094,7.04693985,7.012839794,6.973919868,6.962669849,6.942130089,6.998539925,6.998589993,7.037630081,7.078720093,7.131110191,7.288710117,7.306369781,7.342740059,7.387949944,7.422910213,7.476419926,7.498139858,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,4.11206007,4.097420216,4.039150238,4.002560139,3.979120016,3.959009886,3.970669985,3.88161993,3.863610029,3.84217,3.848639965,3.880759954,3.87680006,3.877199888,3.859529972,3.933320045,4.014589787,4.12541008,4.212759972,4.211060047,4.166890144,4.150849819,4.128009796,4.089859962,4.081459999,4.086530209,4.100160122,4.131899834,4.14552021,4.141359806,4.105770111,4.026629925,3.987900019,3.998300076,3.984620094,3.997760057,3.99612999,3.955929995,3.955369949,3.943639994,3.955430031,3.988869905,4.013000011,4.049660206,,,,,,,,,,,,,,,,,,,,
Austria,AUT,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,4.16121006,4.133450031,4.062870026,4.010399818,4.003359795,3.987230062,3.994889975,3.909229994,3.886189938,3.864949942,3.872920036,3.912319899,3.901619911,3.901910067,3.882289886,4.007599831,4.073279858,4.18900013,4.258190155,4.227129936,4.176119804,4.174240112,4.148759842,4.114520073,4.118599892,4.116230011,4.136189938,4.168700218,4.185910225,4.18708992,4.149819851,4.06607008,4.008520126,3.985830069,3.981960058,4.022349834,4.039150238,4.017680168,3.99703002,3.993609905,3.989470005,4.028739929,4.070109844,4.093249798,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,,,,,,,,,,,,,,,,,,,,,3.225270033,3.218050003,3.183579922,3.208220005,3.52767992,3.911459923,3.767339945,3.697139978,3.818200111,3.860470057,3.864180088,3.840329885,3.714979887,3.741569996,3.655539989,3.590679884,3.723330021,3.721549988,3.750109911,3.72468996,3.772490025,3.87928009,3.952510118,4.199059963,,,,,,,,,,,,,,,,,,,,
Azerbaijan,AZE,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,,,,,,,,,,,,,,,,,,,,,3.248239994,3.210799932,3.217740059,3.323400021,3.098459959,3.571460009,3.816090107,3.742929935,3.818109989,3.914410114,3.971970081,3.934459925,3.904510021,3.891489983,3.854310036,3.833930016,3.744080067,3.74861002,3.800149918,3.766540051,3.852119923,3.959510088,4.080220222,4.244579792,,,,,,,,,,,,,,,,,,,,
"Bahamas, The",BHS,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,,,,,,6.284639835,6.430570126,6.547890186,6.43380022,6.238520145,,6.171279907,6.112180233,,6.351419926,6.434949875,,,,,,5.739640236,5.816579819,,5.769539833,6.195750237,5.953310013,5.958489895,5.722809792,,,5.655220032,,6.156650066,6.467440128,6.412390232,6.599150181,6.605879784,6.469520092,6.464379787,,,,,,,,,,,,,,,,,,,,,,,,
"Bahamas, The",BHS,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,,,,,,6.138679981,6.198719978,6.209959984,6.075429916,5.895939827,,5.895299911,5.998189926,,6.294789791,6.345650196,,,,,,5.703139782,5.705500126,,5.747580051,5.961369991,5.924439907,5.976379871,5.924660206,,,5.677939892,,6.239600182,6.55712986,6.465760231,6.652560234,6.631720066,6.288980007,6.331580162,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,5.492549896,5.628449917,5.772809982,5.875,6.093019962,6.060880184,6.010220051,5.959780216,6.076950073,6.136519909,6.144869804,6.108180046,6.353690147,6.642690182,6.83562994,6.944680214,6.915599823,6.930150032,6.936359882,6.725389957,6.811359882,6.595439911,6.601039886,6.551720142,6.544849873,6.467790127,6.42042017,6.368450165,6.266530037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bahrain,BHR,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,7.572800159,7.627439976,7.694429874,7.788159847,8.003820419,7.872640133,7.643829823,7.434599876,7.367750168,7.262989998,6.991930008,7.057799816,6.759590149,6.985300064,6.880050182,6.820330143,6.740009785,6.764870167,6.843939781,6.51406002,6.73277998,6.526169777,6.469560146,6.408790112,6.471630096,6.491529942,6.484509945,6.412479877,6.338980198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,BGD,"School life expectancy, primary, female (years)",UIS.SLE.1.F,1.792559981,1.655550003,2.223390102,2.599420071,2.449830055,2.680609941,2.738090038,2.743510008,2.704200029,2.703809977,2.672620058,2.826109886,2.942500114,2.670510054,2.840679884,2.737709999,2.706409931,2.660160065,3.418679953,3.437589884,3.668329954,,,,,,,,,,,,,,,5.045070171,5.10819006,5.10777998,4.979109764,5.114109993,5.298520088,5.759439945,,,,,,,,,,,,,,,,,,,,,,,
Bangladesh,BGD,"School life expectancy, primary, male (years)",UIS.SLE.1.M,3.717149973,3.430759907,4.071259975,4.789810181,4.832089901,5.072329998,5.095729828,4.543039799,4.441450119,4.422500134,4.348350048,3.988049984,4.086380005,4.363369942,4.058279991,3.959389925,3.943180084,3.87699008,4.277150154,4.260169983,4.362070084,,,,,,,,,,,,,,,4.820179939,4.832890034,4.759719849,4.683450222,4.881040096,4.984089851,5.44051981,,,,,,,,,,,,,,,,,,,,,,,
Barbados,BRB,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,6.044479847,5.966199875,6.056879997,5.398079872,6.017230034,6.458260059,6.798719883,6.882969856,6.815209866,6.044340134,5.881040096,5.793419838,5.804590225,6.351840019,6.385630131,,,,7.18667984,6.841450214,,6.384290218,,,,,,,6.080319881,5.981130123,5.921390057,5.775169849,5.733970165,5.6354599,5.74887991,5.823699951,5.993440151,6.072869778,6.048409939,6.02918005,5.904560089,,,5.647980213,,,,,,,,,,,,,,,,,,,,
Barbados,BRB,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,6.243899822,6.021870136,6.019499779,6.405109882,6.528120041,6.52271986,6.978240013,7.072949886,6.984759808,6.123179913,5.894239902,5.976910114,6.152130127,6.36480999,6.654970169,,,,7.130549908,6.892310143,,6.372910023,,,,,,,6.181789875,6.095839977,5.990970135,5.828209877,5.851349831,5.747479916,5.77436018,5.942619801,5.954490185,6.063769817,6.007050037,5.934619904,5.904029846,,,5.588280201,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,,,,,,,,,,,,,,,,,,,,,,,3.843019962,3.837059975,3.819829941,3.874680042,3.915110111,4.009990215,4.421040058,4.49932003,4.421080112,4.30325985,3.962579966,3.833539963,3.789190054,3.868060112,3.986249924,4.135310173,4.179699898,4.13436985,4.052760124,3.973910093,3.928280115,3.978800058,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,,,,,,,,,,,,,,,,,,,,,,,3.876070023,3.893110037,3.976769924,4.03302002,4.09085989,4.17595005,4.481029987,4.550749779,4.473919868,4.365910053,4.013000011,3.960740089,3.918580055,3.950540066,4.047259808,4.155220032,4.206809998,4.141960144,4.057350159,3.971790075,3.929219961,3.972199917,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,6.408969879,6.367320061,6.104010105,6.228300095,6.253600121,6.318399906,6.310919762,6.358409882,6.317689896,6.303999901,6.257790089,6.206009865,6.029819965,5.977660179,5.930570126,5.944169998,6.010129929,6.073959827,6.093589783,6.058690071,6.024509907,5.932350159,6.072529793,6.029489994,6.028669834,6.0488801,,,6.192590237,6.273059845,6.234479904,6.182149887,6.132659912,6.063129902,6.053359985,6.08423996,6.147809982,6.193930149,6.192510128,6.184050083,6.185959816,6.202420235,6.296989918,6.285349846,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,6.508440018,6.468009949,6.066659927,6.263629913,6.306379795,6.371739864,6.371409893,6.41546011,6.328080177,6.333159924,6.281449795,6.228750229,6.008329868,5.939149857,5.889550209,5.913020134,5.957240105,6.016799927,6.038889885,6.004240036,5.938759804,5.861959934,6.133269787,6.096739769,6.094079971,6.104780197,,,6.248730183,6.312689781,6.276790142,6.226749897,6.186220169,6.082729816,6.074749947,6.109910011,6.158239841,6.201069832,6.20690012,6.193319798,6.191959858,6.224790096,6.29406023,6.288050175,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,6.686649799,,,6.511400223,,6.504839897,6.506919861,,,,,,,,,6.547629833,6.657219887,,,,6.725090027,6.666790009,6.729040146,6.893799782,7.021160126,7.212580204,7.172430038,,7.044239998,6.85777998,6.699679852,6.313660145,6.646500111,6.726930141,6.70179987,6.753149986,6.760039806,6.639400005,6.677209854,6.638279915,6.552599907,6.722330093,6.577829838,6.543970108,,,,,,,,,,,,,,,,,,,,
Belize,BLZ,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,6.919270039,,,6.754640102,,6.367060184,6.508969784,,,,,,,,,6.951330185,7.010719776,,,,7.040450096,6.988059998,7.074989796,7.244239807,7.337369919,7.558599949,7.498730183,,7.360380173,7.240590096,7.022019863,6.556300163,6.867450237,6.980430126,7.041450024,7.02794981,6.926819801,6.92512989,6.951449871,6.922090054,6.858039856,6.966219902,6.889130116,6.872079849,,,,,,,,,,,,,,,,,,,,
Benin,BEN,"School life expectancy, primary, female (years)",UIS.SLE.1.F,,1.27651,1.40031004,1.545060039,1.453799963,1.667989969,1.777799964,1.829980016,1.90181005,2.132240057,2.296900034,2.262919903,2.439039946,2.518759966,2.566119909,2.569420099,2.516989946,2.474930048,2.502460003,2.483599901,2.114979982,2.282119989,2.48300004,2.726300001,2.831850052,3.020119905,3.172650099,3.398560047,3.591690063,3.680850029,3.899800062,4.320930004,4.656219959,4.955110073,5.261310101,5.215119839,5.297379971,,6.021900177,6.351379871,6.498680115,6.64659977,6.929389954,7.060989857,7.147240162,,,,,,,,,,,,,,,,,,,,
Benin,BEN,"School life expectancy, primary, male (years)",UIS.SLE.1.M,,2.870909929,3.094830036,3.400229931,3.282939911,3.847359896,3.954879999,4.145070076,4.172719955,4.667910099,4.669950008,4.962090015,5.296319962,5.407139778,5.356919765,5.344210148,5.171170235,5.040239811,5.088640213,5.019100189,4.249879837,4.677330017,5.01955986,5.394820213,5.33506012,5.540770054,5.655449867,5.86935997,5.81554985,5.735750198,5.852049828,6.378779888,6.676529884,6.970379829,7.107699871,6.82133007,6.671899796,,7.205770016,7.429679871,7.45126009,7.57735014,7.771269798,7.833740234,7.834030151,,,,,,,,,,,,,,,,,,,,
